disaster_scenario_id,trajectory_id,intensity_level,intensity_rate,demand_point_id,period,delta_hours,newly_affected_population,nominal_demand
0,0,1,0.025,17,2,24,582,5238
0,0,1,0.025,17,3,18,285,2565
9,0,2,0.05,17,1,30,570,5130
9,0,2,0.05,17,2,24,1164,10476
9,0,2,0.05,17,3,18,570,5130
18,0,3,0.075,17,1,30,855,7695
18,0,3,0.075,17,2,24,1746,15714
18,0,3,0.075,17,3,18,855,7695
27,0,4,0.125,17,1,30,1425,12825
27,0,4,0.125,17,2,24,2911,26199
27,0,4,0.125,17,3,18,1425,12825
36,0,5,0.25,17,1,30,2849,25641
36,0,5,0.25,17,2,24,5822,52398
36,0,5,0.25,17,3,18,2849,25641
1,1,1,0.025,0,1,30,86,774
1,1,1,0.025,0,2,24,175,1575
1,1,1,0.025,0,3,18,86,774
10,1,2,0.05,0,1,30,171,1539
10,1,2,0.05,0,2,24,350,3150
10,1,2,0.05,0,3,18,171,1539
19,1,3,0.075,0,1,30,257,2313
19,1,3,0.075,0,2,24,525,4725
19,1,3,0.075,0,3,18,257,2313
28,1,4,0.125,0,1,30,428,3852
28,1,4,0.125,0,2,24,875,7875
28,1,4,0.125,0,3,18,428,3852
37,1,5,0.25,0,1,30,857,7713
37,1,5,0.25,0,2,24,1751,15759
37,1,5,0.25,0,3,18,857,7713
1,1,1,0.025,1,1,30,158,1422
1,1,1,0.025,1,2,24,323,2907
1,1,1,0.025,1,3,18,158,1422
10,1,2,0.05,1,1,30,316,2844
10,1,2,0.05,1,2,24,645,5805
10,1,2,0.05,1,3,18,316,2844
19,1,3,0.075,1,1,30,474,4266
19,1,3,0.075,1,2,24,968,8712
19,1,3,0.075,1,3,18,474,4266
28,1,4,0.125,1,1,30,790,7110
28,1,4,0.125,1,2,24,1613,14517
28,1,4,0.125,1,3,18,790,7110
37,1,5,0.25,1,1,30,1579,14211
37,1,5,0.25,1,2,24,3227,29043
37,1,5,0.25,1,3,18,1579,14211
1,1,1,0.025,2,1,30,254,2286
1,1,1,0.025,2,2,24,519,4671
1,1,1,0.025,2,3,18,254,2286
10,1,2,0.05,2,1,30,508,4572
10,1,2,0.05,2,2,24,1037,9333
10,1,2,0.05,2,3,18,508,4572
19,1,3,0.075,2,1,30,761,6849
19,1,3,0.075,2,2,24,1556,14004
19,1,3,0.075,2,3,18,761,6849
28,1,4,0.125,2,1,30,1269,11421
28,1,4,0.125,2,2,24,2593,23337
28,1,4,0.125,2,3,18,1269,11421
37,1,5,0.25,2,1,30,2538,22842
37,1,5,0.25,2,2,24,5186,46674
37,1,5,0.25,2,3,18,2538,22842
1,1,1,0.025,4,1,30,161,1449
1,1,1,0.025,4,2,24,329,2961
1,1,1,0.025,4,3,18,161,1449
10,1,2,0.05,4,1,30,322,2898
10,1,2,0.05,4,2,24,659,5931
10,1,2,0.05,4,3,18,322,2898
19,1,3,0.075,4,1,30,484,4356
19,1,3,0.075,4,2,24,988,8892
19,1,3,0.075,4,3,18,484,4356
28,1,4,0.125,4,1,30,806,7254
28,1,4,0.125,4,2,24,1647,14823
28,1,4,0.125,4,3,18,806,7254
37,1,5,0.25,4,1,30,1612,14508
37,1,5,0.25,4,2,24,3293,29637
37,1,5,0.25,4,3,18,1612,14508
1,1,1,0.025,5,1,30,106,954
1,1,1,0.025,5,2,24,216,1944
1,1,1,0.025,5,3,18,106,954
10,1,2,0.05,5,1,30,211,1899
10,1,2,0.05,5,2,24,431,3879
10,1,2,0.05,5,3,18,211,1899
19,1,3,0.075,5,1,30,317,2853
19,1,3,0.075,5,2,24,647,5823
19,1,3,0.075,5,3,18,317,2853
28,1,4,0.125,5,1,30,528,4752
28,1,4,0.125,5,2,24,1078,9702
28,1,4,0.125,5,3,18,528,4752
37,1,5,0.25,5,1,30,1056,9504
37,1,5,0.25,5,2,24,2157,19413
37,1,5,0.25,5,3,18,1056,9504
1,1,1,0.025,7,1,30,159,1431
1,1,1,0.025,7,2,24,324,2916
1,1,1,0.025,7,3,18,159,1431
10,1,2,0.05,7,1,30,317,2853
10,1,2,0.05,7,2,24,648,5832
10,1,2,0.05,7,3,18,317,2853
19,1,3,0.075,7,1,30,476,4284
19,1,3,0.075,7,2,24,972,8748
19,1,3,0.075,7,3,18,476,4284
28,1,4,0.125,7,1,30,793,7137
28,1,4,0.125,7,2,24,1620,14580
28,1,4,0.125,7,3,18,793,7137
37,1,5,0.25,7,1,30,1586,14274
37,1,5,0.25,7,2,24,3240,29160
37,1,5,0.25,7,3,18,1586,14274
1,1,1,0.025,8,1,30,295,2655
1,1,1,0.025,8,2,24,603,5427
1,1,1,0.025,8,3,18,295,2655
10,1,2,0.05,8,1,30,590,5310
10,1,2,0.05,8,2,24,1205,10845
10,1,2,0.05,8,3,18,590,5310
19,1,3,0.075,8,1,30,885,7965
19,1,3,0.075,8,2,24,1808,16272
19,1,3,0.075,8,3,18,885,7965
28,1,4,0.125,8,1,30,1475,13275
28,1,4,0.125,8,2,24,3013,27117
28,1,4,0.125,8,3,18,1475,13275
37,1,5,0.25,8,1,30,2950,26550
37,1,5,0.25,8,2,24,6027,54243
37,1,5,0.25,8,3,18,2950,26550
1,1,1,0.025,9,1,30,154,1386
1,1,1,0.025,9,2,24,315,2835
1,1,1,0.025,9,3,18,154,1386
10,1,2,0.05,9,1,30,308,2772
10,1,2,0.05,9,2,24,630,5670
10,1,2,0.05,9,3,18,308,2772
19,1,3,0.075,9,1,30,463,4167
19,1,3,0.075,9,2,24,945,8505
19,1,3,0.075,9,3,18,463,4167
28,1,4,0.125,9,1,30,771,6939
28,1,4,0.125,9,2,24,1575,14175
28,1,4,0.125,9,3,18,771,6939
37,1,5,0.25,9,1,30,1542,13878
37,1,5,0.25,9,2,24,3150,28350
37,1,5,0.25,9,3,18,1542,13878
1,1,1,0.025,10,1,30,183,1647
1,1,1,0.025,10,2,24,374,3366
1,1,1,0.025,10,3,18,183,1647
10,1,2,0.05,10,1,30,366,3294
10,1,2,0.05,10,2,24,749,6741
10,1,2,0.05,10,3,18,366,3294
19,1,3,0.075,10,1,30,550,4950
19,1,3,0.075,10,2,24,1123,10107
19,1,3,0.075,10,3,18,550,4950
28,1,4,0.125,10,1,30,916,8244
28,1,4,0.125,10,2,24,1872,16848
28,1,4,0.125,10,3,18,916,8244
37,1,5,0.25,10,1,30,1832,16488
37,1,5,0.25,10,2,24,3744,33696
37,1,5,0.25,10,3,18,1832,16488
1,1,1,0.025,11,1,30,100,900
1,1,1,0.025,11,2,24,203,1827
1,1,1,0.025,11,3,18,100,900
10,1,2,0.05,11,1,30,199,1791
10,1,2,0.05,11,2,24,407,3663
10,1,2,0.05,11,3,18,199,1791
19,1,3,0.075,11,1,30,299,2691
19,1,3,0.075,11,2,24,610,5490
19,1,3,0.075,11,3,18,299,2691
28,1,4,0.125,11,1,30,498,4482
28,1,4,0.125,11,2,24,1017,9153
28,1,4,0.125,11,3,18,498,4482
37,1,5,0.25,11,1,30,995,8955
37,1,5,0.25,11,2,24,2033,18297
37,1,5,0.25,11,3,18,995,8955
1,1,1,0.025,12,1,30,176,1584
1,1,1,0.025,12,2,24,359,3231
1,1,1,0.025,12,3,18,176,1584
10,1,2,0.05,12,1,30,352,3168
10,1,2,0.05,12,2,24,718,6462
10,1,2,0.05,12,3,18,352,3168
19,1,3,0.075,12,1,30,527,4743
19,1,3,0.075,12,2,24,1078,9702
19,1,3,0.075,12,3,18,527,4743
28,1,4,0.125,12,1,30,879,7911
28,1,4,0.125,12,2,24,1796,16164
28,1,4,0.125,12,3,18,879,7911
37,1,5,0.25,12,1,30,1758,15822
37,1,5,0.25,12,2,24,3592,32328
37,1,5,0.25,12,3,18,1758,15822
1,1,1,0.025,13,1,30,62,558
1,1,1,0.025,13,2,24,127,1143
1,1,1,0.025,13,3,18,62,558
10,1,2,0.05,13,1,30,124,1116
10,1,2,0.05,13,2,24,254,2286
10,1,2,0.05,13,3,18,124,1116
19,1,3,0.075,13,1,30,186,1674
19,1,3,0.075,13,2,24,381,3429
19,1,3,0.075,13,3,18,186,1674
28,1,4,0.125,13,1,30,311,2799
28,1,4,0.125,13,2,24,635,5715
28,1,4,0.125,13,3,18,311,2799
37,1,5,0.25,13,1,30,621,5589
37,1,5,0.25,13,2,24,1269,11421
37,1,5,0.25,13,3,18,621,5589
1,1,1,0.025,14,1,30,183,1647
1,1,1,0.025,14,2,24,374,3366
1,1,1,0.025,14,3,18,183,1647
10,1,2,0.05,14,1,30,367,3303
10,1,2,0.05,14,2,24,749,6741
10,1,2,0.05,14,3,18,367,3303
19,1,3,0.075,14,1,30,550,4950
19,1,3,0.075,14,2,24,1123,10107
19,1,3,0.075,14,3,18,550,4950
28,1,4,0.125,14,1,30,916,8244
28,1,4,0.125,14,2,24,1872,16848
28,1,4,0.125,14,3,18,916,8244
37,1,5,0.25,14,1,30,1833,16497
37,1,5,0.25,14,2,24,3745,33705
37,1,5,0.25,14,3,18,1833,16497
1,1,1,0.025,16,1,30,200,1800
1,1,1,0.025,16,2,24,408,3672
1,1,1,0.025,16,3,18,200,1800
10,1,2,0.05,16,1,30,399,3591
10,1,2,0.05,16,2,24,816,7344
10,1,2,0.05,16,3,18,399,3591
19,1,3,0.075,16,1,30,599,5391
19,1,3,0.075,16,2,24,1224,11016
19,1,3,0.075,16,3,18,599,5391
28,1,4,0.125,16,1,30,999,8991
28,1,4,0.125,16,2,24,2040,18360
28,1,4,0.125,16,3,18,999,8991
37,1,5,0.25,16,1,30,1997,17973
37,1,5,0.25,16,2,24,4080,36720
37,1,5,0.25,16,3,18,1997,17973
1,1,1,0.025,17,1,30,285,2565
1,1,1,0.025,17,2,24,582,5238
1,1,1,0.025,17,3,18,285,2565
10,1,2,0.05,17,1,30,570,5130
10,1,2,0.05,17,2,24,1164,10476
10,1,2,0.05,17,3,18,570,5130
19,1,3,0.075,17,1,30,855,7695
19,1,3,0.075,17,2,24,1746,15714
19,1,3,0.075,17,3,18,855,7695
28,1,4,0.125,17,1,30,1425,12825
28,1,4,0.125,17,2,24,2911,26199
28,1,4,0.125,17,3,18,1425,12825
37,1,5,0.25,17,1,30,2849,25641
37,1,5,0.25,17,2,24,5822,52398
37,1,5,0.25,17,3,18,2849,25641
1,1,1,0.025,18,1,30,81,729
1,1,1,0.025,18,2,24,166,1494
1,1,1,0.025,18,3,18,81,729
10,1,2,0.05,18,1,30,163,1467
10,1,2,0.05,18,2,24,333,2997
10,1,2,0.05,18,3,18,163,1467
19,1,3,0.075,18,1,30,244,2196
19,1,3,0.075,18,2,24,499,4491
19,1,3,0.075,18,3,18,244,2196
28,1,4,0.125,18,1,30,407,3663
28,1,4,0.125,18,2,24,832,7488
28,1,4,0.125,18,3,18,407,3663
37,1,5,0.25,18,1,30,815,7335
37,1,5,0.25,18,2,24,1665,14985
37,1,5,0.25,18,3,18,815,7335
1,1,1,0.025,19,1,30,224,2016
1,1,1,0.025,19,2,24,457,4113
1,1,1,0.025,19,3,18,224,2016
10,1,2,0.05,19,1,30,447,4023
10,1,2,0.05,19,2,24,914,8226
10,1,2,0.05,19,3,18,447,4023
19,1,3,0.075,19,1,30,671,6039
19,1,3,0.075,19,2,24,1371,12339
19,1,3,0.075,19,3,18,671,6039
28,1,4,0.125,19,1,30,1119,10071
28,1,4,0.125,19,2,24,2285,20565
28,1,4,0.125,19,3,18,1119,10071
37,1,5,0.25,19,1,30,2237,20133
37,1,5,0.25,19,2,24,4571,41139
37,1,5,0.25,19,3,18,2237,20133
2,2,1,0.025,0,1,30,86,774
2,2,1,0.025,0,2,24,175,1575
2,2,1,0.025,0,3,18,86,774
11,2,2,0.05,0,1,30,171,1539
11,2,2,0.05,0,2,24,350,3150
11,2,2,0.05,0,3,18,171,1539
20,2,3,0.075,0,1,30,257,2313
20,2,3,0.075,0,2,24,525,4725
20,2,3,0.075,0,3,18,257,2313
29,2,4,0.125,0,1,30,428,3852
29,2,4,0.125,0,2,24,875,7875
29,2,4,0.125,0,3,18,428,3852
38,2,5,0.25,0,1,30,857,7713
38,2,5,0.25,0,2,24,1751,15759
38,2,5,0.25,0,3,18,857,7713
2,2,1,0.025,1,1,30,158,1422
2,2,1,0.025,1,2,24,323,2907
2,2,1,0.025,1,3,18,158,1422
11,2,2,0.05,1,1,30,316,2844
11,2,2,0.05,1,2,24,645,5805
11,2,2,0.05,1,3,18,316,2844
20,2,3,0.075,1,1,30,474,4266
20,2,3,0.075,1,2,24,968,8712
20,2,3,0.075,1,3,18,474,4266
29,2,4,0.125,1,1,30,790,7110
29,2,4,0.125,1,2,24,1613,14517
29,2,4,0.125,1,3,18,790,7110
38,2,5,0.25,1,1,30,1579,14211
38,2,5,0.25,1,2,24,3227,29043
38,2,5,0.25,1,3,18,1579,14211
2,2,1,0.025,2,1,30,254,2286
2,2,1,0.025,2,2,24,519,4671
2,2,1,0.025,2,3,18,254,2286
11,2,2,0.05,2,1,30,508,4572
11,2,2,0.05,2,2,24,1037,9333
11,2,2,0.05,2,3,18,508,4572
20,2,3,0.075,2,1,30,761,6849
20,2,3,0.075,2,2,24,1556,14004
20,2,3,0.075,2,3,18,761,6849
29,2,4,0.125,2,1,30,1269,11421
29,2,4,0.125,2,2,24,2593,23337
29,2,4,0.125,2,3,18,1269,11421
38,2,5,0.25,2,1,30,2538,22842
38,2,5,0.25,2,2,24,5186,46674
38,2,5,0.25,2,3,18,2538,22842
2,2,1,0.025,4,1,30,161,1449
2,2,1,0.025,4,2,24,329,2961
2,2,1,0.025,4,3,18,161,1449
11,2,2,0.05,4,1,30,322,2898
11,2,2,0.05,4,2,24,659,5931
11,2,2,0.05,4,3,18,322,2898
20,2,3,0.075,4,1,30,484,4356
20,2,3,0.075,4,2,24,988,8892
20,2,3,0.075,4,3,18,484,4356
29,2,4,0.125,4,1,30,806,7254
29,2,4,0.125,4,2,24,1647,14823
29,2,4,0.125,4,3,18,806,7254
38,2,5,0.25,4,1,30,1612,14508
38,2,5,0.25,4,2,24,3293,29637
38,2,5,0.25,4,3,18,1612,14508
2,2,1,0.025,5,1,30,106,954
2,2,1,0.025,5,2,24,216,1944
2,2,1,0.025,5,3,18,106,954
11,2,2,0.05,5,1,30,211,1899
11,2,2,0.05,5,2,24,431,3879
11,2,2,0.05,5,3,18,211,1899
20,2,3,0.075,5,1,30,317,2853
20,2,3,0.075,5,2,24,647,5823
20,2,3,0.075,5,3,18,317,2853
29,2,4,0.125,5,1,30,528,4752
29,2,4,0.125,5,2,24,1078,9702
29,2,4,0.125,5,3,18,528,4752
38,2,5,0.25,5,1,30,1056,9504
38,2,5,0.25,5,2,24,2157,19413
38,2,5,0.25,5,3,18,1056,9504
2,2,1,0.025,7,1,30,159,1431
2,2,1,0.025,7,2,24,324,2916
2,2,1,0.025,7,3,18,159,1431
11,2,2,0.05,7,1,30,317,2853
11,2,2,0.05,7,2,24,648,5832
11,2,2,0.05,7,3,18,317,2853
20,2,3,0.075,7,1,30,476,4284
20,2,3,0.075,7,2,24,972,8748
20,2,3,0.075,7,3,18,476,4284
29,2,4,0.125,7,1,30,793,7137
29,2,4,0.125,7,2,24,1620,14580
29,2,4,0.125,7,3,18,793,7137
38,2,5,0.25,7,1,30,1586,14274
38,2,5,0.25,7,2,24,3240,29160
38,2,5,0.25,7,3,18,1586,14274
2,2,1,0.025,8,1,30,295,2655
2,2,1,0.025,8,2,24,603,5427
2,2,1,0.025,8,3,18,295,2655
11,2,2,0.05,8,1,30,590,5310
11,2,2,0.05,8,2,24,1205,10845
11,2,2,0.05,8,3,18,590,5310
20,2,3,0.075,8,1,30,885,7965
20,2,3,0.075,8,2,24,1808,16272
20,2,3,0.075,8,3,18,885,7965
29,2,4,0.125,8,1,30,1475,13275
29,2,4,0.125,8,2,24,3013,27117
29,2,4,0.125,8,3,18,1475,13275
38,2,5,0.25,8,1,30,2950,26550
38,2,5,0.25,8,2,24,6027,54243
38,2,5,0.25,8,3,18,2950,26550
2,2,1,0.025,9,1,30,154,1386
2,2,1,0.025,9,2,24,315,2835
2,2,1,0.025,9,3,18,154,1386
11,2,2,0.05,9,1,30,308,2772
11,2,2,0.05,9,2,24,630,5670
11,2,2,0.05,9,3,18,308,2772
20,2,3,0.075,9,1,30,463,4167
20,2,3,0.075,9,2,24,945,8505
20,2,3,0.075,9,3,18,463,4167
29,2,4,0.125,9,1,30,771,6939
29,2,4,0.125,9,2,24,1575,14175
29,2,4,0.125,9,3,18,771,6939
38,2,5,0.25,9,1,30,1542,13878
38,2,5,0.25,9,2,24,3150,28350
38,2,5,0.25,9,3,18,1542,13878
2,2,1,0.025,10,1,30,183,1647
2,2,1,0.025,10,2,24,374,3366
2,2,1,0.025,10,3,18,183,1647
11,2,2,0.05,10,1,30,366,3294
11,2,2,0.05,10,2,24,749,6741
11,2,2,0.05,10,3,18,366,3294
20,2,3,0.075,10,1,30,550,4950
20,2,3,0.075,10,2,24,1123,10107
20,2,3,0.075,10,3,18,550,4950
29,2,4,0.125,10,1,30,916,8244
29,2,4,0.125,10,2,24,1872,16848
29,2,4,0.125,10,3,18,916,8244
38,2,5,0.25,10,1,30,1832,16488
38,2,5,0.25,10,2,24,3744,33696
38,2,5,0.25,10,3,18,1832,16488
2,2,1,0.025,11,1,30,100,900
2,2,1,0.025,11,2,24,203,1827
2,2,1,0.025,11,3,18,100,900
11,2,2,0.05,11,1,30,199,1791
11,2,2,0.05,11,2,24,407,3663
11,2,2,0.05,11,3,18,199,1791
20,2,3,0.075,11,1,30,299,2691
20,2,3,0.075,11,2,24,610,5490
20,2,3,0.075,11,3,18,299,2691
29,2,4,0.125,11,1,30,498,4482
29,2,4,0.125,11,2,24,1017,9153
29,2,4,0.125,11,3,18,498,4482
38,2,5,0.25,11,1,30,995,8955
38,2,5,0.25,11,2,24,2033,18297
38,2,5,0.25,11,3,18,995,8955
2,2,1,0.025,12,1,30,176,1584
2,2,1,0.025,12,2,24,359,3231
2,2,1,0.025,12,3,18,176,1584
11,2,2,0.05,12,1,30,352,3168
11,2,2,0.05,12,2,24,718,6462
11,2,2,0.05,12,3,18,352,3168
20,2,3,0.075,12,1,30,527,4743
20,2,3,0.075,12,2,24,1078,9702
20,2,3,0.075,12,3,18,527,4743
29,2,4,0.125,12,1,30,879,7911
29,2,4,0.125,12,2,24,1796,16164
29,2,4,0.125,12,3,18,879,7911
38,2,5,0.25,12,1,30,1758,15822
38,2,5,0.25,12,2,24,3592,32328
38,2,5,0.25,12,3,18,1758,15822
2,2,1,0.025,13,1,30,62,558
2,2,1,0.025,13,2,24,127,1143
2,2,1,0.025,13,3,18,62,558
11,2,2,0.05,13,1,30,124,1116
11,2,2,0.05,13,2,24,254,2286
11,2,2,0.05,13,3,18,124,1116
20,2,3,0.075,13,1,30,186,1674
20,2,3,0.075,13,2,24,381,3429
20,2,3,0.075,13,3,18,186,1674
29,2,4,0.125,13,1,30,311,2799
29,2,4,0.125,13,2,24,635,5715
29,2,4,0.125,13,3,18,311,2799
38,2,5,0.25,13,1,30,621,5589
38,2,5,0.25,13,2,24,1269,11421
38,2,5,0.25,13,3,18,621,5589
2,2,1,0.025,14,1,30,183,1647
2,2,1,0.025,14,2,24,374,3366
2,2,1,0.025,14,3,18,183,1647
11,2,2,0.05,14,1,30,367,3303
11,2,2,0.05,14,2,24,749,6741
11,2,2,0.05,14,3,18,367,3303
20,2,3,0.075,14,1,30,550,4950
20,2,3,0.075,14,2,24,1123,10107
20,2,3,0.075,14,3,18,550,4950
29,2,4,0.125,14,1,30,916,8244
29,2,4,0.125,14,2,24,1872,16848
29,2,4,0.125,14,3,18,916,8244
38,2,5,0.25,14,1,30,1833,16497
38,2,5,0.25,14,2,24,3745,33705
38,2,5,0.25,14,3,18,1833,16497
2,2,1,0.025,16,1,30,200,1800
2,2,1,0.025,16,2,24,408,3672
2,2,1,0.025,16,3,18,200,1800
11,2,2,0.05,16,1,30,399,3591
11,2,2,0.05,16,2,24,816,7344
11,2,2,0.05,16,3,18,399,3591
20,2,3,0.075,16,1,30,599,5391
20,2,3,0.075,16,2,24,1224,11016
20,2,3,0.075,16,3,18,599,5391
29,2,4,0.125,16,1,30,999,8991
29,2,4,0.125,16,2,24,2040,18360
29,2,4,0.125,16,3,18,999,8991
38,2,5,0.25,16,1,30,1997,17973
38,2,5,0.25,16,2,24,4080,36720
38,2,5,0.25,16,3,18,1997,17973
2,2,1,0.025,17,1,30,285,2565
2,2,1,0.025,17,2,24,582,5238
2,2,1,0.025,17,3,18,285,2565
11,2,2,0.05,17,1,30,570,5130
11,2,2,0.05,17,2,24,1164,10476
11,2,2,0.05,17,3,18,570,5130
20,2,3,0.075,17,1,30,855,7695
20,2,3,0.075,17,2,24,1746,15714
20,2,3,0.075,17,3,18,855,7695
29,2,4,0.125,17,1,30,1425,12825
29,2,4,0.125,17,2,24,2911,26199
29,2,4,0.125,17,3,18,1425,12825
38,2,5,0.25,17,1,30,2849,25641
38,2,5,0.25,17,2,24,5822,52398
38,2,5,0.25,17,3,18,2849,25641
2,2,1,0.025,18,1,30,81,729
2,2,1,0.025,18,2,24,166,1494
2,2,1,0.025,18,3,18,81,729
11,2,2,0.05,18,1,30,163,1467
11,2,2,0.05,18,2,24,333,2997
11,2,2,0.05,18,3,18,163,1467
20,2,3,0.075,18,1,30,244,2196
20,2,3,0.075,18,2,24,499,4491
20,2,3,0.075,18,3,18,244,2196
29,2,4,0.125,18,1,30,407,3663
29,2,4,0.125,18,2,24,832,7488
29,2,4,0.125,18,3,18,407,3663
38,2,5,0.25,18,1,30,815,7335
38,2,5,0.25,18,2,24,1665,14985
38,2,5,0.25,18,3,18,815,7335
2,2,1,0.025,19,1,30,224,2016
2,2,1,0.025,19,2,24,457,4113
2,2,1,0.025,19,3,18,224,2016
11,2,2,0.05,19,1,30,447,4023
11,2,2,0.05,19,2,24,914,8226
11,2,2,0.05,19,3,18,447,4023
20,2,3,0.075,19,1,30,671,6039
20,2,3,0.075,19,2,24,1371,12339
