disaster_scenario_id,trajectory_id,intensity_level,intensity_rate,demand_point_id,period,delta_hours,newly_affected_population,nominal_demand
10,1,2,0.05,12,3,18,180,1620
19,1,3,0.075,12,1,30,269,2421
19,1,3,0.075,12,2,24,550,4950
19,1,3,0.075,12,3,18,269,2421
28,1,4,0.125,12,1,30,449,4041
28,1,4,0.125,12,2,24,917,8253
28,1,4,0.125,12,3,18,449,4041
37,1,5,0.25,12,1,30,898,8082
37,1,5,0.25,12,2,24,1834,16506
37,1,5,0.25,12,3,18,898,8082
1,1,1,0.025,13,1,30,296,2664
1,1,1,0.025,13,2,24,606,5454
1,1,1,0.025,13,3,18,296,2664
10,1,2,0.05,13,1,30,593,5337
10,1,2,0.05,13,2,24,1211,10899
10,1,2,0.05,13,3,18,593,5337
19,1,3,0.075,13,1,30,889,8001
19,1,3,0.075,13,2,24,1817,16353
19,1,3,0.075,13,3,18,889,8001
28,1,4,0.125,13,1,30,1482,13338
28,1,4,0.125,13,2,24,3028,27252
28,1,4,0.125,13,3,18,1482,13338
37,1,5,0.25,13,1,30,2964,26676
37,1,5,0.25,13,2,24,6056,54504
37,1,5,0.25,13,3,18,2964,26676
1,1,1,0.025,15,1,30,223,2007
1,1,1,0.025,15,2,24,455,4095
1,1,1,0.025,15,3,18,223,2007
10,1,2,0.05,15,1,30,445,4005
10,1,2,0.05,15,2,24,910,8190
10,1,2,0.05,15,3,18,445,4005
19,1,3,0.075,15,1,30,668,6012
19,1,3,0.075,15,2,24,1365,12285
19,1,3,0.075,15,3,18,668,6012
28,1,4,0.125,15,1,30,1113,10017
28,1,4,0.125,15,2,24,2274,20466
28,1,4,0.125,15,3,18,1113,10017
37,1,5,0.25,15,1,30,2226,20034
37,1,5,0.25,15,2,24,4548,40932
37,1,5,0.25,15,3,18,2226,20034
1,1,1,0.025,16,1,30,222,1998
1,1,1,0.025,16,2,24,454,4086
1,1,1,0.025,16,3,18,222,1998
10,1,2,0.05,16,1,30,445,4005
10,1,2,0.05,16,2,24,908,8172
10,1,2,0.05,16,3,18,445,4005
19,1,3,0.075,16,1,30,667,6003
19,1,3,0.075,16,2,24,1362,12258
19,1,3,0.075,16,3,18,667,6003
28,1,4,0.125,16,1,30,1111,9999
28,1,4,0.125,16,2,24,2271,20439
28,1,4,0.125,16,3,18,1111,9999
37,1,5,0.25,16,1,30,2223,20007
37,1,5,0.25,16,2,24,4541,40869
37,1,5,0.25,16,3,18,2223,20007
1,1,1,0.025,17,1,30,197,1773
1,1,1,0.025,17,2,24,402,3618
1,1,1,0.025,17,3,18,197,1773
10,1,2,0.05,17,1,30,393,3537
10,1,2,0.05,17,2,24,804,7236
10,1,2,0.05,17,3,18,393,3537
19,1,3,0.075,17,1,30,590,5310
19,1,3,0.075,17,2,24,1205,10845
19,1,3,0.075,17,3,18,590,5310
28,1,4,0.125,17,1,30,983,8847
28,1,4,0.125,17,2,24,2009,18081
28,1,4,0.125,17,3,18,983,8847
37,1,5,0.25,17,1,30,1966,17694
37,1,5,0.25,17,2,24,4018,36162
37,1,5,0.25,17,3,18,1966,17694
1,1,1,0.025,18,1,30,302,2718
1,1,1,0.025,18,2,24,616,5544
1,1,1,0.025,18,3,18,302,2718
10,1,2,0.05,18,1,30,603,5427
10,1,2,0.05,18,2,24,1232,11088
10,1,2,0.05,18,3,18,603,5427
19,1,3,0.075,18,1,30,905,8145
19,1,3,0.075,18,2,24,1848,16632
19,1,3,0.075,18,3,18,905,8145
28,1,4,0.125,18,1,30,1508,13572
28,1,4,0.125,18,2,24,3081,27729
28,1,4,0.125,18,3,18,1508,13572
37,1,5,0.25,18,1,30,3016,27144
37,1,5,0.25,18,2,24,6162,55458
37,1,5,0.25,18,3,18,3016,27144
2,2,1,0.025,0,1,30,234,2106
2,2,1,0.025,0,2,24,479,4311
2,2,1,0.025,0,3,18,234,2106
11,2,2,0.05,0,1,30,469,4221
11,2,2,0.05,0,2,24,958,8622
11,2,2,0.05,0,3,18,469,4221
20,2,3,0.075,0,1,30,703,6327
20,2,3,0.075,0,2,24,1437,12933
20,2,3,0.075,0,3,18,703,6327
29,2,4,0.125,0,1,30,1172,10548
29,2,4,0.125,0,2,24,2395,21555
29,2,4,0.125,0,3,18,1172,10548
38,2,5,0.25,0,1,30,2344,21096
38,2,5,0.25,0,2,24,4789,43101
38,2,5,0.25,0,3,18,2344,21096
2,2,1,0.025,1,1,30,190,1710
2,2,1,0.025,1,2,24,389,3501
2,2,1,0.025,1,3,18,190,1710
11,2,2,0.05,1,1,30,380,3420
11,2,2,0.05,1,2,24,777,6993
11,2,2,0.05,1,3,18,380,3420
20,2,3,0.075,1,1,30,570,5130
20,2,3,0.075,1,2,24,1166,10494
20,2,3,0.075,1,3,18,570,5130
29,2,4,0.125,1,1,30,951,8559
29,2,4,0.125,1,2,24,1943,17487
29,2,4,0.125,1,3,18,951,8559
38,2,5,0.25,1,1,30,1902,17118
38,2,5,0.25,1,2,24,3885,34965
38,2,5,0.25,1,3,18,1902,17118
2,2,1,0.025,2,1,30,140,1260
2,2,1,0.025,2,2,24,286,2574
2,2,1,0.025,2,3,18,140,1260
11,2,2,0.05,2,1,30,280,2520
11,2,2,0.05,2,2,24,573,5157
11,2,2,0.05,2,3,18,280,2520
20,2,3,0.075,2,1,30,421,3789
20,2,3,0.075,2,2,24,859,7731
20,2,3,0.075,2,3,18,421,3789
29,2,4,0.125,2,1,30,701,6309
29,2,4,0.125,2,2,24,1432,12888
29,2,4,0.125,2,3,18,701,6309
38,2,5,0.25,2,1,30,1402,12618
38,2,5,0.25,2,2,24,2864,25776
38,2,5,0.25,2,3,18,1402,12618
2,2,1,0.025,5,1,30,112,1008
2,2,1,0.025,5,2,24,230,2070
2,2,1,0.025,5,3,18,112,1008
11,2,2,0.05,5,1,30,225,2025
11,2,2,0.05,5,2,24,460,4140
11,2,2,0.05,5,3,18,225,2025
20,2,3,0.075,5,1,30,337,3033
20,2,3,0.075,5,2,24,689,6201
20,2,3,0.075,5,3,18,337,3033
29,2,4,0.125,5,1,30,562,5058
29,2,4,0.125,5,2,24,1149,10341
29,2,4,0.125,5,3,18,562,5058
38,2,5,0.25,5,1,30,1125,10125
38,2,5,0.25,5,2,24,2298,20682
38,2,5,0.25,5,3,18,1125,10125
2,2,1,0.025,8,1,30,300,2700
2,2,1,0.025,8,2,24,612,5508
2,2,1,0.025,8,3,18,300,2700
11,2,2,0.05,8,1,30,599,5391
11,2,2,0.05,8,2,24,1224,11016
11,2,2,0.05,8,3,18,599,5391
20,2,3,0.075,8,1,30,899,8091
20,2,3,0.075,8,2,24,1836,16524
20,2,3,0.075,8,3,18,899,8091
29,2,4,0.125,8,1,30,1498,13482
29,2,4,0.125,8,2,24,3060,27540
29,2,4,0.125,8,3,18,1498,13482
38,2,5,0.25,8,1,30,2995,26955
38,2,5,0.25,8,2,24,6120,55080
38,2,5,0.25,8,3,18,2995,26955
2,2,1,0.025,9,1,30,96,864
2,2,1,0.025,9,2,24,196,1764
2,2,1,0.025,9,3,18,96,864
11,2,2,0.05,9,1,30,191,1719
11,2,2,0.05,9,2,24,391,3519
11,2,2,0.05,9,3,18,191,1719
20,2,3,0.075,9,1,30,287,2583
20,2,3,0.075,9,2,24,587,5283
20,2,3,0.075,9,3,18,287,2583
29,2,4,0.125,9,1,30,479,4311
29,2,4,0.125,9,2,24,978,8802
29,2,4,0.125,9,3,18,479,4311
38,2,5,0.25,9,1,30,957,8613
38,2,5,0.25,9,2,24,1956,17604
38,2,5,0.25,9,3,18,957,8613
2,2,1,0.025,10,1,30,142,1278
2,2,1,0.025,10,2,24,289,2601
2,2,1,0.025,10,3,18,142,1278
11,2,2,0.05,10,1,30,283,2547
11,2,2,0.05,10,2,24,579,5211
11,2,2,0.05,10,3,18,283,2547
20,2,3,0.075,10,1,30,425,3825
20,2,3,0.075,10,2,24,868,7812
20,2,3,0.075,10,3,18,425,3825
29,2,4,0.125,10,1,30,708,6372
29,2,4,0.125,10,2,24,1447,13023
29,2,4,0.125,10,3,18,708,6372
38,2,5,0.25,10,1,30,1417,12753
38,2,5,0.25,10,2,24,2895,26055
38,2,5,0.25,10,3,18,1417,12753
2,2,1,0.025,11,1,30,202,1818
2,2,1,0.025,11,2,24,412,3708
2,2,1,0.025,11,3,18,202,1818
11,2,2,0.05,11,1,30,403,3627
11,2,2,0.05,11,2,24,824,7416
11,2,2,0.05,11,3,18,403,3627
20,2,3,0.075,11,1,30,605,5445
20,2,3,0.075,11,2,24,1236,11124
20,2,3,0.075,11,3,18,605,5445
29,2,4,0.125,11,1,30,1008,9072
29,2,4,0.125,11,2,24,2060,18540
29,2,4,0.125,11,3,18,1008,9072
38,2,5,0.25,11,1,30,2017,18153
38,2,5,0.25,11,2,24,4121,37089
38,2,5,0.25,11,3,18,2017,18153
2,2,1,0.025,13,1,30,296,2664
2,2,1,0.025,13,2,24,606,5454
2,2,1,0.025,13,3,18,296,2664
11,2,2,0.05,13,1,30,593,5337
11,2,2,0.05,13,2,24,1211,10899
11,2,2,0.05,13,3,18,593,5337
20,2,3,0.075,13,1,30,889,8001
20,2,3,0.075,13,2,24,1817,16353
20,2,3,0.075,13,3,18,889,8001
29,2,4,0.125,13,1,30,1482,13338
29,2,4,0.125,13,2,24,3028,27252
29,2,4,0.125,13,3,18,1482,13338
38,2,5,0.25,13,1,30,2964,26676
38,2,5,0.25,13,2,24,6056,54504
38,2,5,0.25,13,3,18,2964,26676
2,2,1,0.025,15,1,30,223,2007
2,2,1,0.025,15,2,24,455,4095
2,2,1,0.025,15,3,18,223,2007
11,2,2,0.05,15,1,30,445,4005
11,2,2,0.05,15,2,24,910,8190
11,2,2,0.05,15,3,18,445,4005
20,2,3,0.075,15,1,30,668,6012
20,2,3,0.075,15,2,24,1365,12285
20,2,3,0.075,15,3,18,668,6012
29,2,4,0.125,15,1,30,1113,10017
29,2,4,0.125,15,2,24,2274,20466
29,2,4,0.125,15,3,18,1113,10017
38,2,5,0.25,15,1,30,2226,20034
38,2,5,0.25,15,2,24,4548,40932
38,2,5,0.25,15,3,18,2226,20034
2,2,1,0.025,16,1,30,222,1998
2,2,1,0.025,16,2,24,454,4086
2,2,1,0.025,16,3,18,222,1998
11,2,2,0.05,16,1,30,445,4005
11,2,2,0.05,16,2,24,908,8172
11,2,2,0.05,16,3,18,445,4005
20,2,3,0.075,16,1,30,667,6003
20,2,3,0.075,16,2,24,1362,12258
20,2,3,0.075,16,3,18,667,6003
29,2,4,0.125,16,1,30,1111,9999
29,2,4,0.125,16,2,24,2271,20439
29,2,4,0.125,16,3,18,1111,9999
38,2,5,0.25,16,1,30,2223,20007
38,2,5,0.25,16,2,24,4541,40869
38,2,5,0.25,16,3,18,2223,20007
2,2,1,0.025,17,1,30,197,1773
2,2,1,0.025,17,2,24,402,3618
2,2,1,0.025,17,3,18,197,1773
11,2,2,0.05,17,1,30,393,3537
11,2,2,0.05,17,2,24,804,7236
11,2,2,0.05,17,3,18,393,3537
20,2,3,0.075,17,1,30,590,5310
20,2,3,0.075,17,2,24,1205,10845
20,2,3,0.075,17,3,18,590,5310
29,2,4,0.125,17,1,30,983,8847
29,2,4,0.125,17,2,24,2009,18081
29,2,4,0.125,17,3,18,983,8847
38,2,5,0.25,17,1,30,1966,17694
38,2,5,0.25,17,2,24,4018,36162
38,2,5,0.25,17,3,18,1966,17694
2,2,1,0.025,18,1,30,302,2718
2,2,1,0.025,18,2,24,616,5544
2,2,1,0.025,18,3,18,302,2718
11,2,2,0.05,18,1,30,603,5427
11,2,2,0.05,18,2,24,1232,11088
11,2,2,0.05,18,3,18,603,5427
20,2,3,0.075,18,1,30,905,8145
20,2,3,0.075,18,2,24,1848,16632
20,2,3,0.075,18,3,18,905,8145
29,2,4,0.125,18,1,30,1508,13572
29,2,4,0.125,18,2,24,3081,27729
29,2,4,0.125,18,3,18,1508,13572
38,2,5,0.25,18,1,30,3016,27144
38,2,5,0.25,18,2,24,6162,55458
38,2,5,0.25,18,3,18,3016,27144
3,3,1,0.025,0,1,30,234,2106
3,3,1,0.025,0,2,24,479,4311
3,3,1,0.025,0,3,18,234,2106
12,3,2,0.05,0,1,30,469,4221
12,3,2,0.05,0,2,24,958,8622
12,3,2,0.05,0,3,18,469,4221
21,3,3,0.075,0,1,30,703,6327
21,3,3,0.075,0,2,24,1437,12933
21,3,3,0.075,0,3,18,703,6327
30,3,4,0.125,0,1,30,1172,10548
30,3,4,0.125,0,2,24,2395,21555
30,3,4,0.125,0,3,18,1172,10548
39,3,5,0.25,0,1,30,2344,21096
39,3,5,0.25,0,2,24,4789,43101
39,3,5,0.25,0,3,18,2344,21096
3,3,1,0.025,1,1,30,190,1710
3,3,1,0.025,1,2,24,389,3501
3,3,1,0.025,1,3,18,190,1710
12,3,2,0.05,1,1,30,380,3420
12,3,2,0.05,1,2,24,777,6993
12,3,2,0.05,1,3,18,380,3420
21,3,3,0.075,1,1,30,570,5130
21,3,3,0.075,1,2,24,1166,10494
21,3,3,0.075,1,3,18,570,5130
30,3,4,0.125,1,1,30,951,8559
30,3,4,0.125,1,2,24,1943,17487
30,3,4,0.125,1,3,18,951,8559
39,3,5,0.25,1,1,30,1902,17118
39,3,5,0.25,1,2,24,3885,34965
39,3,5,0.25,1,3,18,1902,17118
3,3,1,0.025,2,1,30,140,1260
3,3,1,0.025,2,2,24,286,2574
3,3,1,0.025,2,3,18,140,1260
12,3,2,0.05,2,1,30,280,2520
12,3,2,0.05,2,2,24,573,5157
12,3,2,0.05,2,3,18,280,2520
21,3,3,0.075,2,1,30,421,3789
21,3,3,0.075,2,2,24,859,7731
21,3,3,0.075,2,3,18,421,3789
30,3,4,0.125,2,1,30,701,6309
30,3,4,0.125,2,2,24,1432,12888
30,3,4,0.125,2,3,18,701,6309
39,3,5,0.25,2,1,30,1402,12618
39,3,5,0.25,2,2,24,2864,25776
39,3,5,0.25,2,3,18,1402,12618
3,3,1,0.025,5,1,30,112,1008
3,3,1,0.025,5,2,24,230,2070
3,3,1,0.025,5,3,18,112,1008
12,3,2,0.05,5,1,30,225,2025
12,3,2,0.05,5,2,24,460,4140
12,3,2,0.05,5,3,18,225,2025
21,3,3,0.075,5,1,30,337,3033
21,3,3,0.075,5,2,24,689,6201
21,3,3,0.075,5,3,18,337,3033
30,3,4,0.125,5,1,30,562,5058
30,3,4,0.125,5,2,24,1149,10341
30,3,4,0.125,5,3,18,562,5058
39,3,5,0.25,5,1,30,1125,10125
39,3,5,0.25,5,2,24,2298,20682
39,3,5,0.25,5,3,18,1125,10125
3,3,1,0.025,8,1,30,300,2700
3,3,1,0.025,8,2,24,612,5508
3,3,1,0.025,8,3,18,300,2700
12,3,2,0.05,8,1,30,599,5391
12,3,2,0.05,8,2,24,1224,11016
12,3,2,0.05,8,3,18,599,5391
21,3,3,0.075,8,1,30,899,8091
21,3,3,0.075,8,2,24,1836,16524
21,3,3,0.075,8,3,18,899,8091
30,3,4,0.125,8,1,30,1498,13482
30,3,4,0.125,8,2,24,3060,27540
30,3,4,0.125,8,3,18,1498,13482
39,3,5,0.25,8,1,30,2995,26955
39,3,5,0.25,8,2,24,6120,55080
39,3,5,0.25,8,3,18,2995,26955
3,3,1,0.025,10,1,30,142,1278
3,3,1,0.025,10,2,24,289,2601
3,3,1,0.025,10,3,18,142,1278
12,3,2,0.05,10,1,30,283,2547
12,3,2,0.05,10,2,24,579,5211
12,3,2,0.05,10,3,18,283,2547
21,3,3,0.075,10,1,30,425,3825
21,3,3,0.075,10,2,24,868,7812
21,3,3,0.075,10,3,18,425,3825
30,3,4,0.125,10,1,30,708,6372
30,3,4,0.125,10,2,24,1447,13023
30,3,4,0.125,10,3,18,708,6372
39,3,5,0.25,10,1,30,1417,12753
39,3,5,0.25,10,2,24,2895,26055
39,3,5,0.25,10,3,18,1417,12753
3,3,1,0.025,11,1,30,202,1818
3,3,1,0.025,11,2,24,412,3708
3,3,1,0.025,11,3,18,202,1818
12,3,2,0.05,11,1,30,403,3627
12,3,2,0.05,11,2,24,824,7416
12,3,2,0.05,11,3,18,403,3627
21,3,3,0.075,11,1,30,605,5445
21,3,3,0.075,11,2,24,1236,11124
21,3,3,0.075,11,3,18,605,5445
30,3,4,0.125,11,1,30,1008,9072
30,3,4,0.125,11,2,24,2060,18540
30,3,4,0.125,11,3,18,1008,9072
39,3,5,0.25,11,1,30,2017,18153
39,3,5,0.25,11,2,24,4121,37089
39,3,5,0.25,11,3,18,2017,18153
3,3,1,0.025,12,1,30,90,810
3,3,1,0.025,12,2,24,183,1647
3,3,1,0.025,12,3,18,90,810
12,3,2,0.05,12,1,30,180,1620
