disaster_scenario_id,trajectory_id,intensity_level,intensity_rate,demand_point_id,period,delta_hours,newly_affected_population,nominal_demand
36,0,5,0.25,10,1,30,1075,9675
36,0,5,0.25,10,2,24,2196,19764
36,0,5,0.25,10,3,18,1075,9675
0,0,1,0.025,11,1,30,111,999
0,0,1,0.025,11,2,24,227,2043
0,0,1,0.025,11,3,18,111,999
9,0,2,0.05,11,1,30,222,1998
9,0,2,0.05,11,2,24,454,4086
9,0,2,0.05,11,3,18,222,1998
18,0,3,0.075,11,1,30,333,2997
18,0,3,0.075,11,2,24,680,6120
18,0,3,0.075,11,3,18,333,2997
27,0,4,0.125,11,1,30,555,4995
27,0,4,0.125,11,2,24,1134,10206
27,0,4,0.125,11,3,18,555,4995
36,0,5,0.25,11,1,30,1110,9990
36,0,5,0.25,11,2,24,2268,20412
36,0,5,0.25,11,3,18,1110,9990
0,0,1,0.025,12,1,30,94,846
0,0,1,0.025,12,2,24,191,1719
0,0,1,0.025,12,3,18,94,846
9,0,2,0.05,12,1,30,187,1683
9,0,2,0.05,12,2,24,382,3438
9,0,2,0.05,12,3,18,187,1683
18,0,3,0.075,12,1,30,281,2529
18,0,3,0.075,12,2,24,574,5166
18,0,3,0.075,12,3,18,281,2529
27,0,4,0.125,12,1,30,468,4212
27,0,4,0.125,12,2,24,956,8604
27,0,4,0.125,12,3,18,468,4212
36,0,5,0.25,12,1,30,936,8424
36,0,5,0.25,12,2,24,1912,17208
36,0,5,0.25,12,3,18,936,8424
0,0,1,0.025,13,1,30,190,1710
0,0,1,0.025,13,2,24,388,3492
0,0,1,0.025,13,3,18,190,1710
9,0,2,0.05,13,1,30,380,3420
9,0,2,0.05,13,2,24,776,6984
9,0,2,0.05,13,3,18,380,3420
18,0,3,0.075,13,1,30,570,5130
18,0,3,0.075,13,2,24,1164,10476
18,0,3,0.075,13,3,18,570,5130
27,0,4,0.125,13,1,30,950,8550
27,0,4,0.125,13,2,24,1940,17460
27,0,4,0.125,13,3,18,950,8550
36,0,5,0.25,13,1,30,1899,17091
36,0,5,0.25,13,2,24,3880,34920
36,0,5,0.25,13,3,18,1899,17091
0,0,1,0.025,14,1,30,189,1701
0,0,1,0.025,14,2,24,386,3474
0,0,1,0.025,14,3,18,189,1701
9,0,2,0.05,14,1,30,378,3402
9,0,2,0.05,14,2,24,772,6948
9,0,2,0.05,14,3,18,378,3402
18,0,3,0.075,14,1,30,566,5094
18,0,3,0.075,14,2,24,1157,10413
18,0,3,0.075,14,3,18,566,5094
27,0,4,0.125,14,1,30,944,8496
27,0,4,0.125,14,2,24,1929,17361
27,0,4,0.125,14,3,18,944,8496
36,0,5,0.25,14,1,30,1888,16992
36,0,5,0.25,14,2,24,3858,34722
36,0,5,0.25,14,3,18,1888,16992
0,0,1,0.025,15,1,30,308,2772
0,0,1,0.025,15,2,24,629,5661
0,0,1,0.025,15,3,18,308,2772
9,0,2,0.05,15,1,30,615,5535
9,0,2,0.05,15,2,24,1257,11313
9,0,2,0.05,15,3,18,615,5535
18,0,3,0.075,15,1,30,923,8307
18,0,3,0.075,15,2,24,1886,16974
18,0,3,0.075,15,3,18,923,8307
27,0,4,0.125,15,1,30,1539,13851
27,0,4,0.125,15,2,24,3144,28296
27,0,4,0.125,15,3,18,1539,13851
36,0,5,0.25,15,1,30,3077,27693
36,0,5,0.25,15,2,24,6287,56583
36,0,5,0.25,15,3,18,3077,27693
0,0,1,0.025,16,1,30,261,2349
0,0,1,0.025,16,2,24,533,4797
0,0,1,0.025,16,3,18,261,2349
9,0,2,0.05,16,1,30,522,4698
9,0,2,0.05,16,2,24,1067,9603
9,0,2,0.05,16,3,18,522,4698
18,0,3,0.075,16,1,30,783,7047
18,0,3,0.075,16,2,24,1600,14400
18,0,3,0.075,16,3,18,783,7047
27,0,4,0.125,16,1,30,1305,11745
27,0,4,0.125,16,2,24,2667,24003
27,0,4,0.125,16,3,18,1305,11745
36,0,5,0.25,16,1,30,2611,23499
36,0,5,0.25,16,2,24,5334,48006
36,0,5,0.25,16,3,18,2611,23499
0,0,1,0.025,17,1,30,272,2448
0,0,1,0.025,17,2,24,556,5004
0,0,1,0.025,17,3,18,272,2448
9,0,2,0.05,17,1,30,544,4896
9,0,2,0.05,17,2,24,1111,9999
9,0,2,0.05,17,3,18,544,4896
18,0,3,0.075,17,1,30,816,7344
18,0,3,0.075,17,2,24,1667,15003
18,0,3,0.075,17,3,18,816,7344
27,0,4,0.125,17,1,30,1360,12240
27,0,4,0.125,17,2,24,2779,25011
27,0,4,0.125,17,3,18,1360,12240
36,0,5,0.25,17,1,30,2720,24480
36,0,5,0.25,17,2,24,5557,50013
36,0,5,0.25,17,3,18,2720,24480
0,0,1,0.025,18,1,30,153,1377
0,0,1,0.025,18,2,24,314,2826
0,0,1,0.025,18,3,18,153,1377
9,0,2,0.05,18,1,30,307,2763
9,0,2,0.05,18,2,24,627,5643
9,0,2,0.05,18,3,18,307,2763
18,0,3,0.075,18,1,30,460,4140
18,0,3,0.075,18,2,24,941,8469
18,0,3,0.075,18,3,18,460,4140
27,0,4,0.125,18,1,30,767,6903
27,0,4,0.125,18,2,24,1568,14112
27,0,4,0.125,18,3,18,767,6903
36,0,5,0.25,18,1,30,1535,13815
36,0,5,0.25,18,2,24,3136,28224
36,0,5,0.25,18,3,18,1535,13815
0,0,1,0.025,19,1,30,60,540
0,0,1,0.025,19,2,24,122,1098
0,0,1,0.025,19,3,18,60,540
9,0,2,0.05,19,1,30,120,1080
9,0,2,0.05,19,2,24,244,2196
9,0,2,0.05,19,3,18,120,1080
18,0,3,0.075,19,1,30,179,1611
18,0,3,0.075,19,2,24,366,3294
18,0,3,0.075,19,3,18,179,1611
27,0,4,0.125,19,1,30,299,2691
27,0,4,0.125,19,2,24,611,5499
27,0,4,0.125,19,3,18,299,2691
36,0,5,0.25,19,1,30,598,5382
36,0,5,0.25,19,2,24,1221,10989
36,0,5,0.25,19,3,18,598,5382
1,1,1,0.025,0,1,30,161,1449
1,1,1,0.025,0,2,24,328,2952
1,1,1,0.025,0,3,18,161,1449
10,1,2,0.05,0,1,30,321,2889
10,1,2,0.05,0,2,24,656,5904
10,1,2,0.05,0,3,18,321,2889
19,1,3,0.075,0,1,30,482,4338
19,1,3,0.075,0,2,24,984,8856
19,1,3,0.075,0,3,18,482,4338
28,1,4,0.125,0,1,30,803,7227
28,1,4,0.125,0,2,24,1640,14760
28,1,4,0.125,0,3,18,803,7227
37,1,5,0.25,0,1,30,1606,14454
37,1,5,0.25,0,2,24,3281,29529
37,1,5,0.25,0,3,18,1606,14454
1,1,1,0.025,1,1,30,63,567
1,1,1,0.025,1,2,24,129,1161
1,1,1,0.025,1,3,18,63,567
10,1,2,0.05,1,1,30,127,1143
10,1,2,0.05,1,2,24,259,2331
10,1,2,0.05,1,3,18,127,1143
19,1,3,0.075,1,1,30,190,1710
19,1,3,0.075,1,2,24,388,3492
19,1,3,0.075,1,3,18,190,1710
28,1,4,0.125,1,1,30,317,2853
28,1,4,0.125,1,2,24,647,5823
28,1,4,0.125,1,3,18,317,2853
37,1,5,0.25,1,1,30,633,5697
37,1,5,0.25,1,2,24,1294,11646
37,1,5,0.25,1,3,18,633,5697
1,1,1,0.025,2,1,30,243,2187
1,1,1,0.025,2,2,24,497,4473
1,1,1,0.025,2,3,18,243,2187
10,1,2,0.05,2,1,30,487,4383
10,1,2,0.05,2,2,24,994,8946
10,1,2,0.05,2,3,18,487,4383
19,1,3,0.075,2,1,30,730,6570
19,1,3,0.075,2,2,24,1491,13419
19,1,3,0.075,2,3,18,730,6570
28,1,4,0.125,2,1,30,1217,10953
28,1,4,0.125,2,2,24,2486,22374
28,1,4,0.125,2,3,18,1217,10953
37,1,5,0.25,2,1,30,2433,21897
37,1,5,0.25,2,2,24,4972,44748
37,1,5,0.25,2,3,18,2433,21897
1,1,1,0.025,3,1,30,59,531
1,1,1,0.025,3,2,24,120,1080
1,1,1,0.025,3,3,18,59,531
10,1,2,0.05,3,1,30,118,1062
10,1,2,0.05,3,2,24,241,2169
10,1,2,0.05,3,3,18,118,1062
19,1,3,0.075,3,1,30,177,1593
19,1,3,0.075,3,2,24,361,3249
19,1,3,0.075,3,3,18,177,1593
28,1,4,0.125,3,1,30,295,2655
28,1,4,0.125,3,2,24,602,5418
28,1,4,0.125,3,3,18,295,2655
37,1,5,0.25,3,1,30,589,5301
37,1,5,0.25,3,2,24,1204,10836
37,1,5,0.25,3,3,18,589,5301
1,1,1,0.025,4,1,30,44,396
1,1,1,0.025,4,2,24,90,810
1,1,1,0.025,4,3,18,44,396
10,1,2,0.05,4,1,30,89,801
10,1,2,0.05,4,2,24,181,1629
10,1,2,0.05,4,3,18,89,801
19,1,3,0.075,4,1,30,133,1197
19,1,3,0.075,4,2,24,271,2439
19,1,3,0.075,4,3,18,133,1197
28,1,4,0.125,4,1,30,221,1989
28,1,4,0.125,4,2,24,452,4068
28,1,4,0.125,4,3,18,221,1989
37,1,5,0.25,4,1,30,443,3987
37,1,5,0.25,4,2,24,905,8145
37,1,5,0.25,4,3,18,443,3987
1,1,1,0.025,5,1,30,154,1386
1,1,1,0.025,5,2,24,315,2835
1,1,1,0.025,5,3,18,154,1386
10,1,2,0.05,5,1,30,309,2781
10,1,2,0.05,5,2,24,631,5679
10,1,2,0.05,5,3,18,309,2781
19,1,3,0.075,5,1,30,463,4167
19,1,3,0.075,5,2,24,946,8514
19,1,3,0.075,5,3,18,463,4167
28,1,4,0.125,5,1,30,772,6948
28,1,4,0.125,5,2,24,1577,14193
28,1,4,0.125,5,3,18,772,6948
37,1,5,0.25,5,1,30,1543,13887
37,1,5,0.25,5,2,24,3153,28377
37,1,5,0.25,5,3,18,1543,13887
1,1,1,0.025,6,1,30,274,2466
1,1,1,0.025,6,2,24,560,5040
1,1,1,0.025,6,3,18,274,2466
10,1,2,0.05,6,1,30,548,4932
10,1,2,0.05,6,2,24,1120,10080
10,1,2,0.05,6,3,18,548,4932
19,1,3,0.075,6,1,30,822,7398
19,1,3,0.075,6,2,24,1679,15111
19,1,3,0.075,6,3,18,822,7398
28,1,4,0.125,6,1,30,1370,12330
28,1,4,0.125,6,2,24,2799,25191
28,1,4,0.125,6,3,18,1370,12330
37,1,5,0.25,6,1,30,2740,24660
37,1,5,0.25,6,2,24,5598,50382
37,1,5,0.25,6,3,18,2740,24660
1,1,1,0.025,7,1,30,225,2025
1,1,1,0.025,7,2,24,459,4131
1,1,1,0.025,7,3,18,225,2025
10,1,2,0.05,7,1,30,449,4041
10,1,2,0.05,7,2,24,918,8262
10,1,2,0.05,7,3,18,449,4041
19,1,3,0.075,7,1,30,674,6066
19,1,3,0.075,7,2,24,1377,12393
19,1,3,0.075,7,3,18,674,6066
28,1,4,0.125,7,1,30,1124,10116
28,1,4,0.125,7,2,24,2295,20655
28,1,4,0.125,7,3,18,1124,10116
37,1,5,0.25,7,1,30,2247,20223
37,1,5,0.25,7,2,24,4591,41319
37,1,5,0.25,7,3,18,2247,20223
1,1,1,0.025,8,1,30,227,2043
1,1,1,0.025,8,2,24,465,4185
1,1,1,0.025,8,3,18,227,2043
10,1,2,0.05,8,1,30,455,4095
10,1,2,0.05,8,2,24,929,8361
10,1,2,0.05,8,3,18,455,4095
19,1,3,0.075,8,1,30,682,6138
19,1,3,0.075,8,2,24,1394,12546
19,1,3,0.075,8,3,18,682,6138
28,1,4,0.125,8,1,30,1137,10233
28,1,4,0.125,8,2,24,2323,20907
28,1,4,0.125,8,3,18,1137,10233
37,1,5,0.25,8,1,30,2274,20466
37,1,5,0.25,8,2,24,4646,41814
37,1,5,0.25,8,3,18,2274,20466
1,1,1,0.025,9,1,30,255,2295
1,1,1,0.025,9,2,24,520,4680
1,1,1,0.025,9,3,18,255,2295
10,1,2,0.05,9,1,30,509,4581
10,1,2,0.05,9,2,24,1040,9360
10,1,2,0.05,9,3,18,509,4581
19,1,3,0.075,9,1,30,764,6876
19,1,3,0.075,9,2,24,1560,14040
19,1,3,0.075,9,3,18,764,6876
28,1,4,0.125,9,1,30,1273,11457
28,1,4,0.125,9,2,24,2600,23400
28,1,4,0.125,9,3,18,1273,11457
37,1,5,0.25,9,1,30,2545,22905
37,1,5,0.25,9,2,24,5200,46800
37,1,5,0.25,9,3,18,2545,22905
1,1,1,0.025,10,1,30,107,963
1,1,1,0.025,10,2,24,220,1980
1,1,1,0.025,10,3,18,107,963
10,1,2,0.05,10,1,30,215,1935
10,1,2,0.05,10,2,24,439,3951
10,1,2,0.05,10,3,18,215,1935
19,1,3,0.075,10,1,30,322,2898
19,1,3,0.075,10,2,24,659,5931
19,1,3,0.075,10,3,18,322,2898
28,1,4,0.125,10,1,30,537,4833
28,1,4,0.125,10,2,24,1098,9882
28,1,4,0.125,10,3,18,537,4833
37,1,5,0.25,10,1,30,1075,9675
37,1,5,0.25,10,2,24,2196,19764
37,1,5,0.25,10,3,18,1075,9675
1,1,1,0.025,11,1,30,111,999
1,1,1,0.025,11,2,24,227,2043
1,1,1,0.025,11,3,18,111,999
10,1,2,0.05,11,1,30,222,1998
10,1,2,0.05,11,2,24,454,4086
10,1,2,0.05,11,3,18,222,1998
19,1,3,0.075,11,1,30,333,2997
19,1,3,0.075,11,2,24,680,6120
19,1,3,0.075,11,3,18,333,2997
28,1,4,0.125,11,1,30,555,4995
28,1,4,0.125,11,2,24,1134,10206
28,1,4,0.125,11,3,18,555,4995
37,1,5,0.25,11,1,30,1110,9990
37,1,5,0.25,11,2,24,2268,20412
37,1,5,0.25,11,3,18,1110,9990
1,1,1,0.025,12,1,30,94,846
1,1,1,0.025,12,2,24,191,1719
1,1,1,0.025,12,3,18,94,846
10,1,2,0.05,12,1,30,187,1683
10,1,2,0.05,12,2,24,382,3438
10,1,2,0.05,12,3,18,187,1683
19,1,3,0.075,12,1,30,281,2529
19,1,3,0.075,12,2,24,574,5166
19,1,3,0.075,12,3,18,281,2529
28,1,4,0.125,12,1,30,468,4212
28,1,4,0.125,12,2,24,956,8604
28,1,4,0.125,12,3,18,468,4212
37,1,5,0.25,12,1,30,936,8424
37,1,5,0.25,12,2,24,1912,17208
37,1,5,0.25,12,3,18,936,8424
1,1,1,0.025,13,1,30,190,1710
1,1,1,0.025,13,2,24,388,3492
1,1,1,0.025,13,3,18,190,1710
10,1,2,0.05,13,1,30,380,3420
10,1,2,0.05,13,2,24,776,6984
10,1,2,0.05,13,3,18,380,3420
19,1,3,0.075,13,1,30,570,5130
19,1,3,0.075,13,2,24,1164,10476
19,1,3,0.075,13,3,18,570,5130
28,1,4,0.125,13,1,30,950,8550
28,1,4,0.125,13,2,24,1940,17460
28,1,4,0.125,13,3,18,950,8550
37,1,5,0.25,13,1,30,1899,17091
37,1,5,0.25,13,2,24,3880,34920
37,1,5,0.25,13,3,18,1899,17091
1,1,1,0.025,14,1,30,189,1701
1,1,1,0.025,14,2,24,386,3474
1,1,1,0.025,14,3,18,189,1701
10,1,2,0.05,14,1,30,378,3402
10,1,2,0.05,14,2,24,772,6948
10,1,2,0.05,14,3,18,378,3402
19,1,3,0.075,14,1,30,566,5094
19,1,3,0.075,14,2,24,1157,10413
19,1,3,0.075,14,3,18,566,5094
28,1,4,0.125,14,1,30,944,8496
28,1,4,0.125,14,2,24,1929,17361
28,1,4,0.125,14,3,18,944,8496
37,1,5,0.25,14,1,30,1888,16992
37,1,5,0.25,14,2,24,3858,34722
37,1,5,0.25,14,3,18,1888,16992
1,1,1,0.025,15,1,30,308,2772
1,1,1,0.025,15,2,24,629,5661
1,1,1,0.025,15,3,18,308,2772
10,1,2,0.05,15,1,30,615,5535
10,1,2,0.05,15,2,24,1257,11313
10,1,2,0.05,15,3,18,615,5535
19,1,3,0.075,15,1,30,923,8307
19,1,3,0.075,15,2,24,1886,16974
19,1,3,0.075,15,3,18,923,8307
28,1,4,0.125,15,1,30,1539,13851
28,1,4,0.125,15,2,24,3144,28296
28,1,4,0.125,15,3,18,1539,13851
37,1,5,0.25,15,1,30,3077,27693
37,1,5,0.25,15,2,24,6287,56583
37,1,5,0.25,15,3,18,3077,27693
1,1,1,0.025,16,1,30,261,2349
1,1,1,0.025,16,2,24,533,4797
1,1,1,0.025,16,3,18,261,2349
10,1,2,0.05,16,1,30,522,4698
10,1,2,0.05,16,2,24,1067,9603
10,1,2,0.05,16,3,18,522,4698
19,1,3,0.075,16,1,30,783,7047
19,1,3,0.075,16,2,24,1600,14400
19,1,3,0.075,16,3,18,783,7047
28,1,4,0.125,16,1,30,1305,11745
28,1,4,0.125,16,2,24,2667,24003
28,1,4,0.125,16,3,18,1305,11745
37,1,5,0.25,16,1,30,2611,23499
37,1,5,0.25,16,2,24,5334,48006
37,1,5,0.25,16,3,18,2611,23499
1,1,1,0.025,17,1,30,272,2448
1,1,1,0.025,17,2,24,556,5004
1,1,1,0.025,17,3,18,272,2448
10,1,2,0.05,17,1,30,544,4896
10,1,2,0.05,17,2,24,1111,9999
10,1,2,0.05,17,3,18,544,4896
19,1,3,0.075,17,1,30,816,7344
19,1,3,0.075,17,2,24,1667,15003
19,1,3,0.075,17,3,18,816,7344
28,1,4,0.125,17,1,30,1360,12240
28,1,4,0.125,17,2,24,2779,25011
28,1,4,0.125,17,3,18,1360,12240
37,1,5,0.25,17,1,30,2720,24480
37,1,5,0.25,17,2,24,5557,50013
37,1,5,0.25,17,3,18,2720,24480
1,1,1,0.025,18,1,30,153,1377
1,1,1,0.025,18,2,24,314,2826
1,1,1,0.025,18,3,18,153,1377
10,1,2,0.05,18,1,30,307,2763
10,1,2,0.05,18,2,24,627,5643
10,1,2,0.05,18,3,18,307,2763
19,1,3,0.075,18,1,30,460,4140
19,1,3,0.075,18,2,24,941,8469
19,1,3,0.075,18,3,18,460,4140
28,1,4,0.125,18,1,30,767,6903
28,1,4,0.125,18,2,24,1568,14112
28,1,4,0.125,18,3,18,767,6903
37,1,5,0.25,18,1,30,1535,13815
37,1,5,0.25,18,2,24,3136,28224
37,1,5,0.25,18,3,18,1535,13815
1,1,1,0.025,19,1,30,60,540
1,1,1,0.025,19,2,24,122,1098
1,1,1,0.025,19,3,18,60,540
10,1,2,0.05,19,1,30,120,1080
10,1,2,0.05,19,2,24,244,2196
10,1,2,0.05,19,3,18,120,1080
19,1,3,0.075,19,1,30,179,1611
19,1,3,0.075,19,2,24,366,3294
19,1,3,0.075,19,3,18,179,1611
28,1,4,0.125,19,1,30,299,2691
28,1,4,0.125,19,2,24,611,5499
28,1,4,0.125,19,3,18,299,2691
37,1,5,0.25,19,1,30,598,5382
37,1,5,0.25,19,2,24,1221,10989
37,1,5,0.25,19,3,18,598,5382
2,2,1,0.025,0,1,30,161,1449
2,2,1,0.025,0,2,24,328,2952
2,2,1,0.025,0,3,18,161,1449
11,2,2,0.05,0,1,30,321,2889
11,2,2,0.05,0,2,24,656,5904
11,2,2,0.05,0,3,18,321,2889
20,2,3,0.075,0,1,30,482,4338
20,2,3,0.075,0,2,24,984,8856
20,2,3,0.075,0,3,18,482,4338
29,2,4,0.125,0,1,30,803,7227
29,2,4,0.125,0,2,24,1640,14760
29,2,4,0.125,0,3,18,803,7227
38,2,5,0.25,0,1,30,1606,14454
38,2,5,0.25,0,2,24,3281,29529
38,2,5,0.25,0,3,18,1606,14454
2,2,1,0.025,1,1,30,63,567
2,2,1,0.025,1,2,24,129,1161
2,2,1,0.025,1,3,18,63,567
11,2,2,0.05,1,1,30,127,1143
11,2,2,0.05,1,2,24,259,2331
11,2,2,0.05,1,3,18,127,1143
20,2,3,0.075,1,1,30,190,1710
20,2,3,0.075,1,2,24,388,3492
20,2,3,0.075,1,3,18,190,1710
29,2,4,0.125,1,1,30,317,2853
29,2,4,0.125,1,2,24,647,5823
29,2,4,0.125,1,3,18,317,2853
38,2,5,0.25,1,1,30,633,5697
38,2,5,0.25,1,2,24,1294,11646
38,2,5,0.25,1,3,18,633,5697
2,2,1,0.025,2,1,30,243,2187
2,2,1,0.025,2,2,24,497,4473
2,2,1,0.025,2,3,18,243,2187
11,2,2,0.05,2,1,30,487,4383
11,2,2,0.05,2,2,24,994,8946
11,2,2,0.05,2,3,18,487,4383
20,2,3,0.075,2,1,30,730,6570
20,2,3,0.075,2,2,24,1491,13419
20,2,3,0.075,2,3,18,730,6570
29,2,4,0.125,2,1,30,1217,10953
29,2,4,0.125,2,2,24,2486,22374
29,2,4,0.125,2,3,18,1217,10953
38,2,5,0.25,2,1,30,2433,21897
38,2,5,0.25,2,2,24,4972,44748
38,2,5,0.25,2,3,18,2433,21897
2,2,1,0.025,3,1,30,59,531
2,2,1,0.025,3,2,24,120,1080
2,2,1,0.025,3,3,18,59,531
11,2,2,0.05,3,1,30,118,1062
11,2,2,0.05,3,2,24,241,2169
11,2,2,0.05,3,3,18,118,1062
20,2,3,0.075,3,1,30,177,1593
20,2,3,0.075,3,2,24,361,3249
