trajectory_id,demand_point_id,distance_to_trajectory,impact_radius,tau
5,19,99.66434346974073,194.62,42
6,0,170.79660625944433,194.62,42
6,1,118.79163554725334,194.62,42
6,2,32.1060805993603,194.62,42
6,4,146.2728753491495,194.62,42
6,6,52.342423719484515,194.62,42
6,7,84.31655430838406,194.62,42
6,8,69.46483631231744,194.62,42
6,9,155.73451620334052,194.62,42
6,11,176.81785994615188,194.62,42
6,12,95.90566104335589,194.62,42
6,14,66.532180581918,194.62,42
6,15,176.05231000517557,194.62,42
6,16,123.48865315923645,194.62,42
6,17,51.65044156194898,194.62,42
6,18,147.34132813828464,194.62,42
7,0,93.96455628917757,194.62,42
7,1,50.57973737709455,194.62,42
7,2,1.5031956711075798,194.62,42
7,4,180.13386048619589,194.62,42
7,6,96.7159211500432,194.62,42
7,7,114.13620521078289,194.62,42
7,8,86.49115531498572,194.62,42
7,9,176.2921363892113,194.62,42
7,11,88.55177931209035,194.62,42
7,12,32.71469488972986,194.62,42
7,14,100.74947898950292,194.62,42
7,15,176.05597058548292,194.62,42
7,16,57.99069504857499,194.62,42
7,17,70.39722199882296,194.62,42
7,18,69.02323285751055,194.62,42
8,0,32.45177696471411,194.62,42
8,1,4.639837702420881,194.62,42
8,2,22.975397868942366,194.62,42
8,6,129.05820278977203,194.62,42
8,7,134.3048878820965,194.62,42
8,8,97.32760864731351,194.62,42
8,9,187.08632610686485,194.62,42
8,11,0.05061205486420864,194.62,42
8,12,18.773903678445603,194.62,42
8,14,124.85540743754729,194.62,42
8,15,176.05597058548292,194.62,42
8,16,3.993145972650873,194.62,42
8,17,83.11994762036075,194.62,42
8,18,8.478984233920249,194.62,42
