disaster_scenario_id,trajectory_id,intensity_level,intensity_rate,demand_point_id,period,delta_hours,newly_affected_population,nominal_demand
10,1,2,0.05,0,2,24,959,8631
10,1,2,0.05,0,3,18,469,4221
19,1,3,0.075,0,1,30,704,6336
19,1,3,0.075,0,2,24,1438,12942
19,1,3,0.075,0,3,18,704,6336
28,1,4,0.125,0,1,30,1173,10557
28,1,4,0.125,0,2,24,2397,21573
28,1,4,0.125,0,3,18,1173,10557
37,1,5,0.25,0,1,30,2346,21114
37,1,5,0.25,0,2,24,4794,43146
37,1,5,0.25,0,3,18,2346,21114
1,1,1,0.025,1,1,30,132,1188
1,1,1,0.025,1,2,24,269,2421
1,1,1,0.025,1,3,18,132,1188
10,1,2,0.05,1,1,30,263,2367
10,1,2,0.05,1,2,24,538,4842
10,1,2,0.05,1,3,18,263,2367
19,1,3,0.075,1,1,30,395,3555
19,1,3,0.075,1,2,24,808,7272
19,1,3,0.075,1,3,18,395,3555
28,1,4,0.125,1,1,30,659,5931
28,1,4,0.125,1,2,24,1346,12114
28,1,4,0.125,1,3,18,659,5931
37,1,5,0.25,1,1,30,1317,11853
37,1,5,0.25,1,2,24,2692,24228
37,1,5,0.25,1,3,18,1317,11853
1,1,1,0.025,2,1,30,176,1584
1,1,1,0.025,2,2,24,359,3231
1,1,1,0.025,2,3,18,176,1584
10,1,2,0.05,2,1,30,352,3168
10,1,2,0.05,2,2,24,719,6471
10,1,2,0.05,2,3,18,352,3168
19,1,3,0.075,2,1,30,528,4752
19,1,3,0.075,2,2,24,1078,9702
19,1,3,0.075,2,3,18,528,4752
28,1,4,0.125,2,1,30,880,7920
28,1,4,0.125,2,2,24,1797,16173
28,1,4,0.125,2,3,18,880,7920
37,1,5,0.25,2,1,30,1759,15831
37,1,5,0.25,2,2,24,3594,32346
37,1,5,0.25,2,3,18,1759,15831
1,1,1,0.025,4,1,30,71,639
1,1,1,0.025,4,2,24,146,1314
1,1,1,0.025,4,3,18,71,639
10,1,2,0.05,4,1,30,143,1287
10,1,2,0.05,4,2,24,292,2628
10,1,2,0.05,4,3,18,143,1287
19,1,3,0.075,4,1,30,214,1926
19,1,3,0.075,4,2,24,438,3942
19,1,3,0.075,4,3,18,214,1926
28,1,4,0.125,4,1,30,357,3213
28,1,4,0.125,4,2,24,729,6561
28,1,4,0.125,4,3,18,357,3213
37,1,5,0.25,4,1,30,714,6426
37,1,5,0.25,4,2,24,1458,13122
37,1,5,0.25,4,3,18,714,6426
1,1,1,0.025,5,1,30,31,279
1,1,1,0.025,5,2,24,64,576
1,1,1,0.025,5,3,18,31,279
10,1,2,0.05,5,1,30,63,567
10,1,2,0.05,5,2,24,129,1161
10,1,2,0.05,5,3,18,63,567
19,1,3,0.075,5,1,30,94,846
19,1,3,0.075,5,2,24,193,1737
19,1,3,0.075,5,3,18,94,846
28,1,4,0.125,5,1,30,157,1413
28,1,4,0.125,5,2,24,322,2898
28,1,4,0.125,5,3,18,157,1413
37,1,5,0.25,5,1,30,315,2835
37,1,5,0.25,5,2,24,643,5787
37,1,5,0.25,5,3,18,315,2835
1,1,1,0.025,6,1,30,59,531
1,1,1,0.025,6,2,24,120,1080
1,1,1,0.025,6,3,18,59,531
10,1,2,0.05,6,1,30,118,1062
10,1,2,0.05,6,2,24,241,2169
10,1,2,0.05,6,3,18,118,1062
19,1,3,0.075,6,1,30,177,1593
19,1,3,0.075,6,2,24,361,3249
19,1,3,0.075,6,3,18,177,1593
28,1,4,0.125,6,1,30,295,2655
28,1,4,0.125,6,2,24,602,5418
28,1,4,0.125,6,3,18,295,2655
37,1,5,0.25,6,1,30,590,5310
37,1,5,0.25,6,2,24,1205,10845
37,1,5,0.25,6,3,18,590,5310
1,1,1,0.025,7,1,30,273,2457
1,1,1,0.025,7,2,24,559,5031
1,1,1,0.025,7,3,18,273,2457
10,1,2,0.05,7,1,30,547,4923
10,1,2,0.05,7,2,24,1117,10053
10,1,2,0.05,7,3,18,547,4923
19,1,3,0.075,7,1,30,820,7380
19,1,3,0.075,7,2,24,1676,15084
19,1,3,0.075,7,3,18,820,7380
28,1,4,0.125,7,1,30,1367,12303
28,1,4,0.125,7,2,24,2793,25137
28,1,4,0.125,7,3,18,1367,12303
37,1,5,0.25,7,1,30,2734,24606
37,1,5,0.25,7,2,24,5586,50274
37,1,5,0.25,7,3,18,2734,24606
1,1,1,0.025,8,1,30,128,1152
1,1,1,0.025,8,2,24,261,2349
1,1,1,0.025,8,3,18,128,1152
10,1,2,0.05,8,1,30,255,2295
10,1,2,0.05,8,2,24,522,4698
10,1,2,0.05,8,3,18,255,2295
19,1,3,0.075,8,1,30,383,3447
19,1,3,0.075,8,2,24,783,7047
19,1,3,0.075,8,3,18,383,3447
28,1,4,0.125,8,1,30,639,5751
28,1,4,0.125,8,2,24,1305,11745
28,1,4,0.125,8,3,18,639,5751
37,1,5,0.25,8,1,30,1277,11493
37,1,5,0.25,8,2,24,2610,23490
37,1,5,0.25,8,3,18,1277,11493
1,1,1,0.025,9,1,30,219,1971
1,1,1,0.025,9,2,24,448,4032
1,1,1,0.025,9,3,18,219,1971
10,1,2,0.05,9,1,30,438,3942
10,1,2,0.05,9,2,24,895,8055
10,1,2,0.05,9,3,18,438,3942
19,1,3,0.075,9,1,30,657,5913
19,1,3,0.075,9,2,24,1343,12087
19,1,3,0.075,9,3,18,657,5913
28,1,4,0.125,9,1,30,1096,9864
28,1,4,0.125,9,2,24,2239,20151
28,1,4,0.125,9,3,18,1096,9864
37,1,5,0.25,9,1,30,2191,19719
37,1,5,0.25,9,2,24,4477,40293
37,1,5,0.25,9,3,18,2191,19719
1,1,1,0.025,11,1,30,160,1440
1,1,1,0.025,11,2,24,327,2943
1,1,1,0.025,11,3,18,160,1440
10,1,2,0.05,11,1,30,321,2889
10,1,2,0.05,11,2,24,655,5895
10,1,2,0.05,11,3,18,321,2889
19,1,3,0.075,11,1,30,481,4329
19,1,3,0.075,11,2,24,982,8838
19,1,3,0.075,11,3,18,481,4329
28,1,4,0.125,11,1,30,801,7209
28,1,4,0.125,11,2,24,1637,14733
28,1,4,0.125,11,3,18,801,7209
37,1,5,0.25,11,1,30,1603,14427
37,1,5,0.25,11,2,24,3275,29475
37,1,5,0.25,11,3,18,1603,14427
1,1,1,0.025,12,1,30,106,954
1,1,1,0.025,12,2,24,217,1953
1,1,1,0.025,12,3,18,106,954
10,1,2,0.05,12,1,30,213,1917
10,1,2,0.05,12,2,24,435,3915
10,1,2,0.05,12,3,18,213,1917
19,1,3,0.075,12,1,30,319,2871
19,1,3,0.075,12,2,24,652,5868
19,1,3,0.075,12,3,18,319,2871
28,1,4,0.125,12,1,30,532,4788
28,1,4,0.125,12,2,24,1087,9783
28,1,4,0.125,12,3,18,532,4788
37,1,5,0.25,12,1,30,1064,9576
37,1,5,0.25,12,2,24,2174,19566
37,1,5,0.25,12,3,18,1064,9576
1,1,1,0.025,13,1,30,166,1494
1,1,1,0.025,13,2,24,340,3060
1,1,1,0.025,13,3,18,166,1494
10,1,2,0.05,13,1,30,333,2997
10,1,2,0.05,13,2,24,680,6120
10,1,2,0.05,13,3,18,333,2997
19,1,3,0.075,13,1,30,499,4491
19,1,3,0.075,13,2,24,1020,9180
19,1,3,0.075,13,3,18,499,4491
28,1,4,0.125,13,1,30,832,7488
28,1,4,0.125,13,2,24,1699,15291
28,1,4,0.125,13,3,18,832,7488
37,1,5,0.25,13,1,30,1664,14976
37,1,5,0.25,13,2,24,3399,30591
37,1,5,0.25,13,3,18,1664,14976
1,1,1,0.025,14,1,30,272,2448
1,1,1,0.025,14,2,24,556,5004
1,1,1,0.025,14,3,18,272,2448
10,1,2,0.05,14,1,30,544,4896
10,1,2,0.05,14,2,24,1112,10008
10,1,2,0.05,14,3,18,544,4896
19,1,3,0.075,14,1,30,816,7344
19,1,3,0.075,14,2,24,1668,15012
19,1,3,0.075,14,3,18,816,7344
28,1,4,0.125,14,1,30,1360,12240
28,1,4,0.125,14,2,24,2780,25020
28,1,4,0.125,14,3,18,1360,12240
37,1,5,0.25,14,1,30,2721,24489
37,1,5,0.25,14,2,24,5559,50031
37,1,5,0.25,14,3,18,2721,24489
1,1,1,0.025,15,1,30,236,2124
1,1,1,0.025,15,2,24,482,4338
1,1,1,0.025,15,3,18,236,2124
10,1,2,0.05,15,1,30,472,4248
10,1,2,0.05,15,2,24,964,8676
10,1,2,0.05,15,3,18,472,4248
19,1,3,0.075,15,1,30,707,6363
19,1,3,0.075,15,2,24,1446,13014
19,1,3,0.075,15,3,18,707,6363
28,1,4,0.125,15,1,30,1179,10611
28,1,4,0.125,15,2,24,2409,21681
28,1,4,0.125,15,3,18,1179,10611
37,1,5,0.25,15,1,30,2358,21222
37,1,5,0.25,15,2,24,4818,43362
37,1,5,0.25,15,3,18,2358,21222
1,1,1,0.025,17,1,30,246,2214
1,1,1,0.025,17,2,24,502,4518
1,1,1,0.025,17,3,18,246,2214
10,1,2,0.05,17,1,30,491,4419
10,1,2,0.05,17,2,24,1003,9027
10,1,2,0.05,17,3,18,491,4419
19,1,3,0.075,17,1,30,737,6633
19,1,3,0.075,17,2,24,1505,13545
19,1,3,0.075,17,3,18,737,6633
28,1,4,0.125,17,1,30,1228,11052
28,1,4,0.125,17,2,24,2509,22581
28,1,4,0.125,17,3,18,1228,11052
37,1,5,0.25,17,1,30,2456,22104
37,1,5,0.25,17,2,24,5017,45153
37,1,5,0.25,17,3,18,2456,22104
1,1,1,0.025,18,1,30,234,2106
1,1,1,0.025,18,2,24,477,4293
1,1,1,0.025,18,3,18,234,2106
10,1,2,0.05,18,1,30,467,4203
10,1,2,0.05,18,2,24,955,8595
10,1,2,0.05,18,3,18,467,4203
19,1,3,0.075,18,1,30,701,6309
19,1,3,0.075,18,2,24,1432,12888
19,1,3,0.075,18,3,18,701,6309
28,1,4,0.125,18,1,30,1168,10512
28,1,4,0.125,18,2,24,2387,21483
28,1,4,0.125,18,3,18,1168,10512
37,1,5,0.25,18,1,30,2337,21033
37,1,5,0.25,18,2,24,4774,42966
37,1,5,0.25,18,3,18,2337,21033
1,1,1,0.025,19,1,30,62,558
1,1,1,0.025,19,2,24,126,1134
1,1,1,0.025,19,3,18,62,558
10,1,2,0.05,19,1,30,124,1116
10,1,2,0.05,19,2,24,253,2277
10,1,2,0.05,19,3,18,124,1116
19,1,3,0.075,19,1,30,186,1674
19,1,3,0.075,19,2,24,379,3411
19,1,3,0.075,19,3,18,186,1674
28,1,4,0.125,19,1,30,309,2781
28,1,4,0.125,19,2,24,632,5688
28,1,4,0.125,19,3,18,309,2781
37,1,5,0.25,19,1,30,619,5571
37,1,5,0.25,19,2,24,1264,11376
37,1,5,0.25,19,3,18,619,5571
2,2,1,0.025,0,1,30,235,2115
2,2,1,0.025,0,2,24,479,4311
2,2,1,0.025,0,3,18,235,2115
11,2,2,0.05,0,1,30,469,4221
11,2,2,0.05,0,2,24,959,8631
11,2,2,0.05,0,3,18,469,4221
20,2,3,0.075,0,1,30,704,6336
20,2,3,0.075,0,2,24,1438,12942
20,2,3,0.075,0,3,18,704,6336
29,2,4,0.125,0,1,30,1173,10557
29,2,4,0.125,0,2,24,2397,21573
29,2,4,0.125,0,3,18,1173,10557
38,2,5,0.25,0,1,30,2346,21114
38,2,5,0.25,0,2,24,4794,43146
38,2,5,0.25,0,3,18,2346,21114
2,2,1,0.025,1,1,30,132,1188
2,2,1,0.025,1,2,24,269,2421
2,2,1,0.025,1,3,18,132,1188
11,2,2,0.05,1,1,30,263,2367
11,2,2,0.05,1,2,24,538,4842
11,2,2,0.05,1,3,18,263,2367
20,2,3,0.075,1,1,30,395,3555
20,2,3,0.075,1,2,24,808,7272
20,2,3,0.075,1,3,18,395,3555
29,2,4,0.125,1,1,30,659,5931
29,2,4,0.125,1,2,24,1346,12114
29,2,4,0.125,1,3,18,659,5931
38,2,5,0.25,1,1,30,1317,11853
38,2,5,0.25,1,2,24,2692,24228
38,2,5,0.25,1,3,18,1317,11853
2,2,1,0.025,2,1,30,176,1584
2,2,1,0.025,2,2,24,359,3231
2,2,1,0.025,2,3,18,176,1584
11,2,2,0.05,2,1,30,352,3168
11,2,2,0.05,2,2,24,719,6471
11,2,2,0.05,2,3,18,352,3168
20,2,3,0.075,2,1,30,528,4752
20,2,3,0.075,2,2,24,1078,9702
20,2,3,0.075,2,3,18,528,4752
29,2,4,0.125,2,1,30,880,7920
29,2,4,0.125,2,2,24,1797,16173
29,2,4,0.125,2,3,18,880,7920
38,2,5,0.25,2,1,30,1759,15831
38,2,5,0.25,2,2,24,3594,32346
38,2,5,0.25,2,3,18,1759,15831
2,2,1,0.025,3,1,30,308,2772
2,2,1,0.025,3,2,24,629,5661
2,2,1,0.025,3,3,18,308,2772
11,2,2,0.05,3,1,30,616,5544
11,2,2,0.05,3,2,24,1259,11331
11,2,2,0.05,3,3,18,616,5544
20,2,3,0.075,3,1,30,924,8316
20,2,3,0.075,3,2,24,1888,16992
20,2,3,0.075,3,3,18,924,8316
29,2,4,0.125,3,1,30,1540,13860
29,2,4,0.125,3,2,24,3147,28323
29,2,4,0.125,3,3,18,1540,13860
38,2,5,0.25,3,1,30,3080,27720
38,2,5,0.25,3,2,24,6294,56646
38,2,5,0.25,3,3,18,3080,27720
2,2,1,0.025,4,1,30,71,639
2,2,1,0.025,4,2,24,146,1314
2,2,1,0.025,4,3,18,71,639
11,2,2,0.05,4,1,30,143,1287
11,2,2,0.05,4,2,24,292,2628
11,2,2,0.05,4,3,18,143,1287
20,2,3,0.075,4,1,30,214,1926
20,2,3,0.075,4,2,24,438,3942
20,2,3,0.075,4,3,18,214,1926
29,2,4,0.125,4,1,30,357,3213
29,2,4,0.125,4,2,24,729,6561
29,2,4,0.125,4,3,18,357,3213
38,2,5,0.25,4,1,30,714,6426
38,2,5,0.25,4,2,24,1458,13122
38,2,5,0.25,4,3,18,714,6426
2,2,1,0.025,5,1,30,31,279
2,2,1,0.025,5,2,24,64,576
2,2,1,0.025,5,3,18,31,279
11,2,2,0.05,5,1,30,63,567
11,2,2,0.05,5,2,24,129,1161
11,2,2,0.05,5,3,18,63,567
20,2,3,0.075,5,1,30,94,846
20,2,3,0.075,5,2,24,193,1737
20,2,3,0.075,5,3,18,94,846
29,2,4,0.125,5,1,30,157,1413
29,2,4,0.125,5,2,24,322,2898
29,2,4,0.125,5,3,18,157,1413
38,2,5,0.25,5,1,30,315,2835
38,2,5,0.25,5,2,24,643,5787
38,2,5,0.25,5,3,18,315,2835
2,2,1,0.025,7,1,30,273,2457
2,2,1,0.025,7,2,24,559,5031
2,2,1,0.025,7,3,18,273,2457
11,2,2,0.05,7,1,30,547,4923
11,2,2,0.05,7,2,24,1117,10053
11,2,2,0.05,7,3,18,547,4923
20,2,3,0.075,7,1,30,820,7380
20,2,3,0.075,7,2,24,1676,15084
20,2,3,0.075,7,3,18,820,7380
29,2,4,0.125,7,1,30,1367,12303
29,2,4,0.125,7,2,24,2793,25137
29,2,4,0.125,7,3,18,1367,12303
38,2,5,0.25,7,1,30,2734,24606
38,2,5,0.25,7,2,24,5586,50274
38,2,5,0.25,7,3,18,2734,24606
2,2,1,0.025,8,1,30,128,1152
2,2,1,0.025,8,2,24,261,2349
2,2,1,0.025,8,3,18,128,1152
11,2,2,0.05,8,1,30,255,2295
11,2,2,0.05,8,2,24,522,4698
11,2,2,0.05,8,3,18,255,2295
20,2,3,0.075,8,1,30,383,3447
20,2,3,0.075,8,2,24,783,7047
20,2,3,0.075,8,3,18,383,3447
29,2,4,0.125,8,1,30,639,5751
29,2,4,0.125,8,2,24,1305,11745
29,2,4,0.125,8,3,18,639,5751
38,2,5,0.25,8,1,30,1277,11493
38,2,5,0.25,8,2,24,2610,23490
38,2,5,0.25,8,3,18,1277,11493
2,2,1,0.025,9,1,30,219,1971
2,2,1,0.025,9,2,24,448,4032
2,2,1,0.025,9,3,18,219,1971
11,2,2,0.05,9,1,30,438,3942
11,2,2,0.05,9,2,24,895,8055
11,2,2,0.05,9,3,18,438,3942
20,2,3,0.075,9,1,30,657,5913
20,2,3,0.075,9,2,24,1343,12087
20,2,3,0.075,9,3,18,657,5913
29,2,4,0.125,9,1,30,1096,9864
29,2,4,0.125,9,2,24,2239,20151
29,2,4,0.125,9,3,18,1096,9864
38,2,5,0.25,9,1,30,2191,19719
38,2,5,0.25,9,2,24,4477,40293
38,2,5,0.25,9,3,18,2191,19719
2,2,1,0.025,11,1,30,160,1440
2,2,1,0.025,11,2,24,327,2943
2,2,1,0.025,11,3,18,160,1440
11,2,2,0.05,11,1,30,321,2889
11,2,2,0.05,11,2,24,655,5895
11,2,2,0.05,11,3,18,321,2889
20,2,3,0.075,11,1,30,481,4329
20,2,3,0.075,11,2,24,982,8838
20,2,3,0.075,11,3,18,481,4329
29,2,4,0.125,11,1,30,801,7209
29,2,4,0.125,11,2,24,1637,14733
29,2,4,0.125,11,3,18,801,7209
38,2,5,0.25,11,1,30,1603,14427
38,2,5,0.25,11,2,24,3275,29475
38,2,5,0.25,11,3,18,1603,14427
2,2,1,0.025,12,1,30,106,954
2,2,1,0.025,12,2,24,217,1953
2,2,1,0.025,12,3,18,106,954
11,2,2,0.05,12,1,30,213,1917
11,2,2,0.05,12,2,24,435,3915
11,2,2,0.05,12,3,18,213,1917
20,2,3,0.075,12,1,30,319,2871
